id,title,vote_average,vote_count,release_date,runtime,overview,poster_path,genres,production_companies,production_countries
516486,Greyhound,7.419,2571,2020-07-10,91,"A first-time captain leads a convoy of allied ships carrying thousands of soldiers across the treacherous waters of the “Black Pit” to the front lines of WW2. With no air cover protection for 5 days, the captain and his convoy must battle the surrounding enemy Nazi U-boats in order to give the allies a chance to win the war.",/kjMbDciooTbJPofVXgAoFjfX8Of.jpg,"War, Action, Drama","Playtone, Bron Studios, FilmNation Entertainment, Sycamore Pictures, Zhengfu Pictures, Sony Pictures, Stage 6 Films","Canada, China, United States of America"
403119,47 Meters Down,5.789,2570,2017-05-25,89,"Two sisters on Mexican vacation are trapped in a shark observation cage at the bottom of the ocean, with oxygen running low and great whites circling nearby, they have less than an hour of air left to figure out how to get to the surface.",/lMcsEOcd6crzfF0pjsGkO5Pq01t.jpg,"Thriller, Adventure, Horror","Lantica Media, Flexibon Films, Dragon Root Securities, Altitude Film Sales, Dimension Films, Entertainment Studios Motion Pictures, Tea Shop & Film Company, The Fyzz","Dominican Republic, United Kingdom, United States of America"
975,Paths of Glory,8.281,2569,1957-10-25,88,A commanding officer defends three scapegoats on trial for a failed offensive that occurred within the French Army in 1916.,/l2IY0gOHHmCWM90LjteFssxIV1G.jpg,"Drama, War","United Artists, Bryna Productions",United States of America
353070,Going in Style,6.689,2569,2017-04-06,96,"Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.",/4nfWsdsJfO5srRZgxiWC9xHub0W.jpg,"Crime, Comedy","Village Roadshow Pictures, New Line Cinema, De Line Pictures, RatPac Entertainment, Warner Bros. Pictures",United States of America
103731,Mud,7.061,2566,2013-04-26,130,Two boys find a fugitive hiding out on an island in the Mississippi River and form a pact to help him reunite with his lover and escape.,/cfxdtxSHUr5TuTsvjr0WY4zx4u0.jpg,Drama,"Everest Entertainment, FilmNation Entertainment, Brace Cove Productions",United States of America
220289,Coherence,7.239,2564,2013-09-19,89,"On the night of an astronomical anomaly, eight friends at a dinner party experience a troubling chain of reality bending events.",/oWlgqzVPWMpA8QGB8eUQYXXYgr0.jpg,"Thriller, Science Fiction","Bellanova Films, Ugly Duckling Films","United Kingdom, United States of America"
7512,Idiocracy,6.311,2563,2006-09-01,84,"To test its top-secret Human Hibernation Project, the Pentagon picks the most average Americans it can find - an Army private and a prostitute - and sends them to the year 2505 after a series of freak events. But when they arrive, they find a civilization so dumbed-down that they're the smartest people around.",/rKsiNxKjhWEwndOgWPs273oy9EZ.jpg,"Comedy, Science Fiction, Adventure","20th Century Fox, Ternion Pictures",United States of America
51739,The Secret World of Arrietty,7.645,2561,2010-07-16,94,"14-year-old Arrietty and the rest of the Clock family live in peaceful anonymity as they make their own home from items ""borrowed"" from the house's human inhabitants. However, life changes for the Clocks when a human boy discovers Arrietty.",/xLkyM2Vt3yqlttnql02uXt0lemy.jpg,"Fantasy, Animation, Family","Studio Ghibli, Hakuhodo DY Media Partners, Mitsubishi Shoji, dentsu, TOHO, Nippon Television Network Corporation, Wild Bunch, The Walt Disney Company (Japan), Walt Disney Pictures","France, Japan, United States of America"
398181,You Were Never Really Here,6.547,2559,2017-11-08,89,"A traumatised veteran, unafraid of violence, tracks down missing girls for a living. When a job spins out of control, his nightmares overtake him as a conspiracy is uncovered leading to what may be his death trip or his awakening.",/nx4lUyQNEzJowcF55VAP0TQEaX0.jpg,"Crime, Drama, Thriller","Why Not Productions, Page 114, Film4 Productions, BFI, Amazon Studios","United Kingdom, United States of America, France"
8054,The Imaginarium of Doctor Parnassus,6.383,2555,2009-10-01,123,A travelling theatre company has more to it than meets the eye. It is an imaginary world commanded by the mind of Doctor Parnassus and the audience is in for more than just a show.,/upndFOTMGp9w1uERIMrRDymmc63.jpg,"Adventure, Fantasy, Mystery","Téléfilm Canada, Infinity Features Entertainment, Davis Films, The Movie Network, British Columbia Film, Movie Central, Poo Poo Pictures, Parnassus Productions, Mandate International, Sony Pictures Classics","Canada, France, United Kingdom, United States of America"
76640,The Last Stand,6.004,2553,2013-01-12,107,"Ray Owens is sheriff of the quiet US border town of Sommerton Junction after leaving the LAPD following a bungled operation. Following his escape from the FBI, a notorious drug baron, his gang, and a hostage are heading toward Sommerton Junction where the police are preparing to make a last stand to intercept them before they cross the border. Owens is reluctant to become involved but ultimately joins in with the law enforcement efforts",/4PGpdWDQOjlsMcMIyTwI5Q9jPRJ.jpg,"Action, Crime, Thriller","di Bonaventura Pictures, Lionsgate",United States of America
610150,Dragon Ball Super: Super Hero,7.917,2552,2022-06-11,99,"The Red Ribbon Army, an evil organization that was once destroyed by Goku in the past, has been reformed by a group of people who have created new and mightier Androids, Gamma 1 and Gamma 2, and seek vengeance against Goku and his family.",/pi0iZOEHeA3ih4p1IwAG4x2DZNH.jpg,"Animation, Science Fiction, Action","Toei Animation, Shueisha, Fuji Television Network, Bandai Namco Entertainment, Bird Studios, Toei Company",Japan
80271,LOL,6.129,2551,2012-02-10,97,"In a world connected by YouTube, iTunes, and Facebook, Lola and her friends navigate the peer pressures of high school romance and friendship while dodging their sometimes overbearing and confused parents. When Lola's mom, Anne, ""accidentally"" reads her teenage daughter's racy journal, she realizes just how wide their communication gap has grown.",/AlnBUoKzzPnczrzzxuh0SYwDa3Z.jpg,"Drama, Comedy, Romance","PIC Agency, Double Feature Films, Lol Productions, Mandate Pictures, Lionsgate, Mandate International, HopeTown Entertainment",United States of America
65057,The Descendants,6.827,2550,2011-09-09,115,"With his wife Elizabeth on life support after a boating accident, Hawaiian land baron Matt King takes his daughters on a trip from Oahu to Kauai to confront a young real estate broker, who was having an affair with Elizabeth before her misfortune.",/8cDq5UlOPYeKm39okALCEOsZPxk.jpg,"Comedy, Drama","Dune Entertainment, Fox Searchlight Pictures, Ad Hominem Enterprises",United States of America
49520,The Change-Up,6.134,2549,2011-08-05,112,"Dave is a married man with two kids and a loving wife, and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain when lightning strikes, they switch bodies.",/ki98MXBwD1qDhY3JhMdY16jJucv.jpg,Comedy,"Universal Pictures, Relativity Media, Original Film, Big Kid Pictures, Rampage VFX",United States of America
4442,The Brothers Grimm,5.802,2546,2005-08-26,118,"Folklore collectors and con artists, Jake and Will Grimm, travel from village to village pretending to protect townsfolk from enchanted creatures and performing exorcisms. However, they are put to the test when they encounter a real magical curse in a haunted forest with real magical beings, requiring genuine courage.",/v6J7QGCSrtvwvqAt6783BbO3h61.jpg,"Adventure, Fantasy, Action, Comedy, Thriller","Revolution Sun Studios, The Weinstein Company, Summit Entertainment, Atlas Entertainment, Mosaic Media Group, Reforma Films, Dimension Films, Metro-Goldwyn-Mayer","Czech Republic, United States of America"
9355,Mad Max Beyond Thunderdome,6.199,2546,1985-06-29,107,"Mad Max becomes a pawn in a decadent oasis of a technological society, and when exiled, becomes the deliverer of a colony of children.",/jJlxcEVVUHnrUeEkQ0077VeHQpb.jpg,"Action, Adventure, Science Fiction",Kennedy Miller Productions,Australia
8643,The Exorcism of Emily Rose,6.541,2543,2005-09-09,122,"When a younger girl called Emily Rose dies, everyone puts blame on the exorcism which was performed on her by Father Moore prior to her death. The priest is arrested on suspicion of murder. The trial begins with lawyer Erin Bruner representing Moore, but it is not going to be easy, as no one wants to believe what Father Moore says is true.",/qMN0HIP34f736kkQcfvTfmL9TP3.jpg,"Crime, Drama, Horror, Thriller","Lakeshore Entertainment, Firm Films, Screen Gems",United States of America
339397,Café Society,6.457,2543,2016-05-11,97,"The story of a young man who arrives in Hollywood during the 1930s hoping to work in the film industry, falls in love, and finds himself swept up in the vibrant café society that defined the spirit of the age.",/q9fohCRpQ7m8OTyi82fxa3B86te.jpg,"Comedy, Drama, Romance","Perdido Productions, Gravier Productions, FilmNation Entertainment, Amazon Studios",United States of America
116711,Epic,6.5,2538,2013-05-15,102,A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group characters in order to save their world—and ours.,/81cSsWzjTfR3cJSqnTiHwy1eyPK.jpg,"Animation, Adventure, Family, Fantasy","Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox",United States of America
3175,Barry Lyndon,8.007,2537,1975-12-18,185,"An Irish rogue uses his cunning and wit to work his way up the social classes of 18th century England, transforming himself from the humble Redmond Barry into the noble Barry Lyndon.",/dOJtBSyI30wWc08UmyEKLsu4Rfk.jpg,"Drama, Romance, War","Hawk Films, Peregrine, Warner Bros. Pictures","United Kingdom, United States of America"
265177,Mommy,8.251,2534,2014-09-19,138,"A peculiar neighbor offers hope to a recent widow who is struggling to raise a teenager who is unpredictable and, sometimes, violent.",/u5jbTMqze9U2nEhfFJmtDXxc89m.jpg,Drama,"Metafilms, Sons of Manual",Canada
597208,Nightmare Alley,6.992,2530,2021-12-02,150,An ambitious carnival man with a talent for manipulating people with a few well-chosen words hooks up with a female psychologist who is even more dangerous than he is.,/680klE0dIreQQOyWKFgNnCAJtws.jpg,"Thriller, Crime, Drama","Searchlight Pictures, Double Dare You Productions",United States of America
420814,Christopher Robin,7.327,2529,2018-08-02,104,"Christopher Robin, the boy who had countless adventures in the Hundred Acre Wood, has grown up and lost his way. Now it’s up to his spirited and loveable stuffed animals, Winnie The Pooh, Tigger, Piglet, and the rest of the gang, to rekindle their friendship and remind him of endless days of childlike wonder and make-believe, when doing nothing was the very best something.",/i6Ytex4d3CdfIKJFxB5v5vh24vb.jpg,"Adventure, Comedy, Family, Fantasy","Walt Disney Pictures, 2DUX²","United Kingdom, United States of America"
10734,Escape from Alcatraz,7.526,2529,1979-06-22,113,"San Francisco Bay, January 18, 1960. Frank Lee Morris is transferred to Alcatraz, a maximum security prison located on a rocky island. Although no one has ever managed to escape from there, Frank and other inmates begin to carefully prepare an escape plan.",/uORr2GXQnyqgBOg6tVsRCJD2qxc.jpg,"Drama, Thriller","Paramount, Malpaso Productions",United States of America
1381,The Fountain,6.95,2527,2006-11-22,96,"Spanning over one thousand years, and three parallel stories, The Fountain is a story of love, death, spirituality, and the fragility of our existence in this world.",/kwh3mq2HNvf4AHAZSNyJsdVx0uJ.jpg,"Drama, Adventure, Science Fiction, Romance","Regency Enterprises, Protozoa Pictures, New Regency Pictures, Muse Entertainment, Warner Bros. Pictures","Canada, United States of America"
7484,Open Season,6.143,2526,2006-09-27,86,"Boog, a domesticated 900lb. Grizzly bear finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.",/w5Lctmkc1yah215Luxmci4djaiW.jpg,"Animation, Family, Adventure, Comedy","Sony Pictures Animation, Columbia Pictures",United States of America
10999,Commando,6.664,2525,1985-10-03,90,"John Matrix, the former leader of a special commando strike force that always got the toughest jobs done, is forced back into action when his young daughter is kidnapped. To find her, Matrix has to fight his way through an array of punks, killers, one of his former commandos, and a fully equipped private army. With the help of a feisty stewardess and an old friend, Matrix has only a few hours to overcome his greatest challenge: finding his daughter before she's killed.",/ollPAAAgZ7euU8VisfqU3cuXhZ6.jpg,"Action, Adventure, Thriller","SLM Production Group, Silver Pictures, 20th Century Fox",United States of America
5123,August Rush,7.383,2523,2007-11-21,114,"Lyla and Louis, a singer and a musician, fall in love, but are soon compelled to separate. Lyla is forced to give up her newborn but unknown to her, he grows up to become a musical genius.",/oA6ZeICPINiS6YtD5WZeBaGVmuT.jpg,"Family, Drama, Music","Warner Bros. Pictures, Odyssey Entertainment, Southpaw Entertainment",United States of America
452507,1922,5.939,2522,2017-10-20,102,"A simple yet proud rancher conspires to murder his wife for financial gain, convincing his teenage son to participate.",/q4FQOiSRhTLWulHl5Vpg37FMArH.jpg,"Horror, Crime, Drama","Campfire Studios, Lighthouse Pictures",United States of America
3597,I Know What You Did Last Summer,5.941,2520,1997-10-17,101,"After four high school friends are involved in a hit-and-run road accident, they dispose of the body and vow to keep the incident a secret. A year later, they each start receiving anonymous letters bearing the warning ""I Know What You Did Last Summer.""",/7OfTWTQEvPcwPrOdeLH0F3h6GRZ.jpg,"Horror, Thriller, Mystery","Summer Knowledge LLC, Mandalay Entertainment, Columbia Pictures",United States of America
257091,Get Hard,6.01,2520,2015-03-26,100,"When obscenely rich hedge-fund manager James is convicted of fraud and sentenced to a stretch in San Quentin, the judge gives him one month to get his affairs in order. Knowing that he won't survive more than a few minutes in prison on his own, James desperately turns to Darnell-- a black businessman who's never even had a parking ticket -- for help. As Darnell puts James through the wringer, both learn that they were wrong about many things, including each other.",/rJPbS2cYOYhDCjT5NmW1Fm6gFl3.jpg,Comedy,"Gary Sanchez Productions, Warner Bros. Pictures",United States of America
1255,The Host,6.982,2520,2006-07-27,119,"A teenage girl is captured by a giant mutated squid-like creature that appears from Seoul's Han River after toxic waste was dumped in it, prompting her family into a frantic search for her.",/dEDLY3KeghKFzks5nTDWdigVikr.jpg,"Horror, Drama, Science Fiction","Chungeorahm Film, Boston Investments, Cowell Investment Capital Co., IMM Venture Capital, Knowledge & Creation Ventures, M-Venture Investment, OCN, Sego Entertainment, Seoul Broadcasting System, Tube Pictures, Cineclick Asia, Happinet Pictures, CJ Entertainment, Showbox","Japan, South Korea"
210860,Mortdecai,5.508,2517,2015-01-21,107,"An art dealer, Charles Mortdecai, searches for a stolen painting rumored to contain a secret code that gains access to hidden Nazi gold.",/j7eKGD0n1zRVfKMX6M1kpfavby7.jpg,"Comedy, Adventure","Lionsgate, Mad Chance, Infinitum Nihil, OddLot Entertainment, Huayi Brothers Pictures",United States of America
8413,Event Horizon,6.528,2516,1997-08-15,96,"In 2047, a group of astronauts are sent to investigate and salvage the starship Event Horizon which disappeared mysteriously 7 years before on its maiden voyage. However, it soon becomes evident that something sinister resides in its corridors, and that the horrors that befell the Event Horizon's previous journey are still present.",/6b5Kux470PpQkgBdRqE9WtUpYfE.jpg,"Horror, Science Fiction, Mystery","Impact Pictures, Paramount, Golar Productions, Lawrence Gordon Productions","United Kingdom, United States of America"
2666,Dark City,7.328,2516,1998-02-27,100,"A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.",/eudlRpBPNQQKezaHxEavNecvc1X.jpg,"Mystery, Science Fiction","New Line Cinema, Mystery Clock Cinema","Australia, United States of America"
225565,That Awkward Moment,6.15,2512,2014-01-29,94,"Best pals Jason and Daniel indulge in casual flings and revel in their carefree, unattached lives. After learning that the marriage of their friend Mikey is over, they gladly welcome him back into their circle. The three young men make a pact to have fun and avoid commitment. However, when all three find themselves involved in serious relationships, they must keep their romances secret from one another.",/6uOm6ryZg4GhYRPQZ2ID2TkTdpY.jpg,"Comedy, Romance","Treehouse Pictures, FilmDistrict, Focus Features",United States of America
4513,30 Days of Night,6.4,2511,2007-10-17,113,"This is the story of an isolated Alaskan town that is plunged into darkness for a month each year when the sun sinks below the horizon. As the last rays of light fade, the town is attacked by a bloodthirsty gang of vampires bent on an uninterrupted orgy of destruction. Only the small town's husband-and-wife Sheriff team stand between the survivors and certain destruction.",/7LwSrvFA0gz1KAlcrGcinoQPene.jpg,"Horror, Thriller","HorrorFlix, Columbia Pictures, Ghost House Pictures, Dark Horse Entertainment, Mandate International","New Zealand, United States of America"
242512,Ouija,5.156,2511,2014-10-24,89,A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.,/gwjHlGjK2xXKpjd65BWyAMwzTWC.jpg,Horror,"White Noise Factory, Universal Pictures, Platinum Dunes, MRC, Blumhouse Productions, 5150 Action, Hasbro Studios, dentsu, Fuji Television Network","Japan, United States of America"
394117,The Florida Project,7.4,2510,2017-10-06,112,"The story of a precocious six year-old and her ragtag group of friends whose summer break is filled with childhood wonder, possibility and a sense of adventure while the adults around them struggle with hard times.",/bnSTP1PY2fDyat0eUa4QouuGV7F.jpg,Drama,"Cre Film, Freestyle Picture Company, Cinereach, June Pictures, Altitude Film Entertainment",United States of America
9767,The Break-Up,5.859,2509,2006-06-01,106,"Pushed to the breaking-up point after their latest 'why can't you do this one little thing for me?' argument, Brooke calls it quits with her boyfriend Gary. What follows is a hilarious series of remedies, war tactics, overtures and undermining tricks – all encouraged by the former couple's friends and confidantes …and the occasional total stranger! When neither ex is willing to move out of their shared apartment, the only solution is to continue living as hostile roommates until one of them reaches breaking point.",/yN3b4ElUOMA2lNcwAzr9TEBpmy.jpg,"Romance, Comedy","Universal Pictures, Mosaic Media Group, Wild West Picture Show Productions",United States of America
2044,The Lake House,6.989,2507,2006-06-16,99,"A lonely doctor who once occupied an unusual lakeside home begins exchanging love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late.",/tHpc1118dYWLnHZleGhwZxRbpae.jpg,"Drama, Mystery, Romance","Sound for Film, Village Roadshow Pictures, Vertigo Entertainment, Warner Bros. Pictures, Sidus","South Korea, United States of America"
9470,Kung Fu Hustle,7.404,2504,2004-02-10,99,"It's the 1940s, and the notorious Axe Gang terrorizes Shanghai. Small-time criminals Sing and Bone hope to join, but they only manage to make lots of very dangerous enemies. Fortunately for them, kung fu masters and hidden strength can be found in unlikely places. Now they just have to take on the entire Axe Gang.",/exbyTbrvRUDKN2mcNEuVor4VFQW.jpg,"Action, Comedy, Crime, Fantasy","Star Overseas, China Film Co-Production Corporation, Huayi Brothers Pictures, Beijing Film Studio, China Film Group Corporation, Columbia Pictures, Sony Pictures Classics, Columbia Pictures Film Production Asia","China, Hong Kong, United States of America"
74465,We Bought a Zoo,6.765,2502,2011-12-08,124,"Benjamin has lost his wife and, in a bid to start his life over, purchases a large house that has a zoo – welcome news for his daughter, but his son is not happy about it. The zoo is in need of renovation and Benjamin sets about the work with the head keeper and the rest of the staff, but, the zoo soon runs into financial trouble.",/vw4W2QgWuPWJXDA4N0V0MU1R0TI.jpg,"Drama, Comedy, Family","Dune Entertainment, Estrella Media, Vinyl Films, 20th Century Fox",United States of America
11024,Scooby-Doo 2: Monsters Unleashed,6.031,2498,2004-03-24,93,"After solving their last mystery at Spooky Island, the Mystery Inc. gang is back in Coolsville, where they are being honored with their very own exhibit at the Coolsonian Criminology Museum. However, when a masked villain steals costumes of classic monsters on display and brings them to life, the gang must come out of retirement to solve the case.",/5BrXCJrs22bR5KR6mLHluYo6y4m.jpg,"Mystery, Fantasy, Adventure, Comedy","Mosaic Media Group, Warner Bros. Pictures",United States of America
46838,Tucker and Dale vs. Evil,7.361,2497,2010-01-22,89,"Two hillbillies are suspected of being killers by a group of paranoid college kids camping near the duo's West Virginian cabin. As the body count climbs, so does the fear and confusion as the college kids try to seek revenge against the pair.",/8shwLEDzajJGSfLgbpac8x8xn1U.jpg,"Comedy, Horror","Eden Rock Media, Gynormous Pictures","Canada, United States of America"
23437,A Nightmare on Elm Street,5.516,2485,2010-04-30,95,"The film that brings back horror icon Freddy Krueger as a darker and more sinister character than ever before. While Freddy is on the prowl, a group of teenagers being stalked soon learn they all have a common factor making them targets for this twisted killer.",/t8YEQvPlvRAt9UamhwRC0zsLkCk.jpg,"Horror, Mystery, Thriller","Platinum Dunes, New Line Cinema, Warner Bros. Pictures",United States of America
86829,Inside Llewyn Davis,7.203,2482,2013-10-13,104,"In Greenwich Village in the early 1960s, gifted but volatile folk musician Llewyn Davis struggles with money, relationships, and his uncertain future.",/nNxK3pC3DMpPpWKMvo2p3liREVT.jpg,"Drama, Music","CBS Films, StudioCanal, Anton Capital Entertainment","France, United Kingdom, United States of America"
9477,King Arthur,6.259,2479,2004-07-07,126,"The story of the Arthurian legend, based on the 'Sarmatian hypothesis' which contends that the legend has a historical nucleus in the Sarmatian heavy cavalry troops stationed in Britain, and that the Roman-British military commander, Lucius Artorius Castus is the historical person behind the legend.",/5Mqmke8JKE7s8JeYNp7XtzxQXbL.jpg,"Adventure, War, History, Action","Jerry Bruckheimer Films, World 2000 Entertainment, Touchstone Pictures, Green Hills Productions","Ireland, United Kingdom, United States of America"
210479,Locke,6.899,2479,2014-04-10,85,"Ivan Locke has worked hard to craft a good life for himself. Tonight, that life will collapse around him. On the eve of the biggest challenge of his career, Ivan receives a phone call that sets in motion a series of events that will unravel his family, job, and soul.",/mZTMFDk5VRQuvkJaCFFAXFV65G6.jpg,"Drama, Thriller","IM Global, Shoebox Films","United Kingdom, United States of America"
52451,The Three Musketeers,5.803,2476,2011-08-31,110,The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.,/woCADkkDIIKrOMEokbFOEsAYtUa.jpg,"Adventure, Action, Thriller","Summit Entertainment, Constantin Film, Impact Pictures, Deutscher Filmförderfonds, Nouvelles Éditions de Films (NEF), New Legacy Film, Studio Babelsberg","United States of America, United Kingdom, Germany, France"
1887,Marie Antoinette,6.666,2473,2006-05-24,123,"A retelling of France's iconic but ill-fated queen, Marie Antoinette, from her betrothal and marriage to Louis XVI at 15 to her reign as queen at 19 and ultimately the fall of Versailles.",/cybXGmv8Rjd5Os8Xml6YxMBQ0Zt.jpg,"Drama, History","Columbia Pictures, American Zoetrope, Pricel, TFC, Commission du Film France, Commission du Film Île-de-France","France, Japan, United States of America"
20048,Confessions of a Shopaholic,6.4,2472,2009-02-05,104,"In the glamorous world of New York City, Rebecca Bloomwood is a fun-loving girl who is really good at shopping - a little too good, perhaps. She dreams of working for her favorite fashion magazine, but can't quite get her foot in the door - until ironically, she snags a job as an advice columnist for a financial magazine published by the same company.",/6DH1iP06fcpjD7tppsTwcAyZfDR.jpg,"Comedy, Romance","Touchstone Pictures, Jerry Bruckheimer Films",United States of America
976573,Elemental,7.757,2467,2023-06-14,102,"In a city where fire, water, land and air residents live together, a fiery young woman and a go-with-the-flow guy will discover something elemental: how much they have in common.",/4Y1WNkd88JXmGfhtWR7dmDAo1T2.jpg,"Animation, Comedy, Family, Fantasy, Romance","Walt Disney Pictures, Pixar",United States of America
665,Ben-Hur,7.87,2465,1959-11-18,222,"In 25 AD, Judah Ben-Hur, a Jew in ancient Judea, opposes the occupying Roman empire.  Falsely accused by a Roman childhood friend-turned-overlord of trying to kill the Roman governor, he is put into slavery and his mother and sister are taken away as prisoners.  Three years later and freed by a grateful Roman galley commander whom he has rescued from drowning, he becomes an expert charioteer for Rome, all the while plotting to return to Judea, find and rescue his family, and avenge himself on his former friend.  All the while, the form and work of Jesus move in the background of his life...",/m4WQ1dBIrEIHZNCoAjdpxwSKWyH.jpg,"Action, Drama, History, Adventure",Metro-Goldwyn-Mayer,United States of America
555604,Guillermo del Toro's Pinocchio,8.179,2464,2022-11-09,117,"During the rise of fascism in Mussolini's Italy, a wooden boy brought magically to life struggles to live up to his father's expectations.",/vx1u0uwxdlhV2MUzj4VlcMB0N6m.jpg,"Animation, Fantasy, Drama, Music","The Jim Henson Company, ShadowMachine, Double Dare You Productions",United States of America
9473,"South Park: Bigger, Longer & Uncut",7.252,2459,1999-06-30,81,"When the four boys see an R-rated movie featuring Canadians Terrance and Philip, they are pronounced ""corrupted"", and their parents pressure the United States to wage war against Canada.",/tS0PedvA2mFO9VCHYwQpaU1K36U.jpg,"Animation, Comedy","Comedy Central Films, Comedy Central, Paramount, Scott Rudin Productions, Warner Bros. Pictures, South Park Studios",United States of America
786,Almost Famous,7.501,2459,2000-09-15,124,"In 1973, 15-year-old William Miller's unabashed love of music and aspiration to become a rock journalist lands him an assignment from Rolling Stone magazine to interview and tour with the up-and-coming band, Stillwater.",/3rrkyLYbgLj84AYvjhdcJot4JPx.jpg,"Drama, Music","Columbia Pictures, Vinyl Films, DreamWorks Pictures",United States of America
10601,Peter Pan,7.184,2459,2003-12-18,113,"In stifling Edwardian London, Wendy Darling mesmerizes her brothers every night with bedtime tales of swordplay, swashbuckling and the fearsome Captain Hook. But the children become the heroes of an even greater story, when Peter Pan flies into their nursery one night and leads them over moonlit rooftops through a galaxy of stars and to the lush jungles of Neverland.",/cN4Tb2WDhwJMlYLU9vKctunx4rg.jpg,"Adventure, Fantasy, Family","Revolution Studios, Quinta Communications, Universal Pictures, Columbia Pictures","Australia, United Kingdom, United States of America"
5236,Kiss Kiss Bang Bang,7.181,2458,2005-09-05,103,A petty thief posing as an actor is brought to Los Angeles for an unlikely audition and finds himself in the middle of a murder investigation along with his high school dream girl and a detective who's been training him for his upcoming role...,/aWfjIkpENFX6Uw82pET7EQ6jnrd.jpg,"Comedy, Crime, Mystery, Thriller","Silver Pictures, Warner Bros. Pictures",United States of America
393457,Fences,6.874,2458,2016-12-16,139,"In 1950s Pittsburgh, a frustrated African-American father struggles with the constraints of poverty, racism, and his own inner demons as he tries to raise a family.",/35N1U1qnFLDgWD2gcNgEKHtCBxV.jpg,Drama,"Paramount, Scott Rudin Productions, MACRO, Bron Studios, Escape Artists","Canada, United States of America"
384677,Set It Up,6.95,2458,2018-06-15,105,Two overworked and underpaid assistants come up with a plan to get their bosses off their backs by setting them up with each other.,/2HiCq8sPNRGjFaFCyKJh0607Hso.jpg,"Romance, Comedy",Treehouse Pictures,United States of America
9593,Last Action Hero,6.432,2457,1993-06-18,131,"Following the death of his father, young Danny Madigan takes comfort in watching action movies featuring the indestructible Los Angeles cop Jack Slater. After being given a magic ticket by theater manager Nick, Danny is sucked into the screen and bonds with Slater. When evil fictional villain Benedict gets his hands on the ticket and enters the real world, Danny and Jack must follow and stop him.",/yTfjHPqh7C7bkfMtEKx2mPdorQw.jpg,"Adventure, Fantasy, Action, Comedy, Family","Oak Productions, Columbia Pictures",United States of America
319,True Romance,7.54,2456,1993-09-09,120,"Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.",/39lXk6ud6KiJgGbbWI2PUKS7y2.jpg,"Action, Crime, Romance","Morgan Creek, Davis Films, August Entertainment, Warner Bros. Pictures","France, United States of America"
313922,Green Room,6.708,2456,2016-04-15,95,"A punk rock band becomes trapped in a secluded venue after finding a scene of violence. For what they saw, the band themselves become targets of violence from a gang of white power skinheads, who want to eliminate all evidence of the crime.",/evZicaR7nXe4LiD9G6QYTorcJGO.jpg,"Horror, Crime, Thriller","filmscience, Broad Green Pictures",United States of America
429300,Adrift,6.85,2448,2018-05-31,96,"Tami Oldham and Richard Sharp couldn't anticipate that they would be sailing directly into one of the most catastrophic hurricanes in recorded history. In the aftermath of the storm, Tami awakens to find Richard badly injured and their boat in ruins. With no hope of rescue, Tami must now find the strength and determination to save herself and the only man she has ever loved.",/5gLDeADaETvwQlQow5szlyuhLbj.jpg,"Thriller, Romance, Adventure","STX Films, RVK Studios, Lakeshore Entertainment, Huayi Brothers Pictures","Hong Kong, Iceland, United States of America"
271718,Trainwreck,5.79,2446,2015-07-17,125,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",/wrY629UTCUAKLJ4CxQXz6DCE7pr.jpg,"Comedy, Romance","Universal Pictures, Apatow Productions, Fuji Television Network, dentsu","Japan, United States of America"
712,Four Weddings and a Funeral,6.759,2446,1994-03-09,117,"Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.",/qa72G2VS0bpxms6yo0tI9vsHm2e.jpg,"Comedy, Drama, Romance","PolyGram Filmed Entertainment, Working Title Films, Film4 Productions","United Kingdom, United States of America"
459992,Long Shot,6.735,2446,2019-05-02,125,"Journalist Fred Flarsky reunites with his childhood crush, Charlotte Field, now one of the most influential women in the world. As she prepares to make a run for the Presidency, Charlotte hires Fred as her speechwriter — much to the dismay of her trusted advisers.",/m2ttWZ8rMRwIMT7zA48Jo6mTkDS.jpg,"Comedy, Romance","AG Studios, Denver and Delilah Productions, Point Grey Pictures, Good Universe, Summit Entertainment, Flarsky Productions, Lionsgate",United States of America
